31013020260000,13,Heintz Gas & Oil Co._ Inc.,2026,Young 1100,Hanover,Medina,12,4907,0,1987;
31013159010000,13,Great Lakes Energy Partners,15901,Nelson_V 2,Kiantone,Medina,11,4645,1,1993;
31013145870000,13,Great Lakes Energy Partners,14587,Larsen_ J 1,Ellicott,Medina,10,3517,90,1993;
31013189720000,13,Kastle Resources Enterprises_ Inc.,18972,Rhinehart 2,Ellington,Medina,12,646,35,1996;
31121198320000,121,Ransom Rail Farm_ Inc.,19832,Dueppengeisser 4,Perry,Medina,12,260,0,1999;
31009133910000,9,Seneca Resources Corp.,13391,Lipinski(Shead)#1528-I,Persia,Onondaga-Bass Island,0,0,0,1998;
31051152670000,51,Everman_ Henry G,15267,Fee 1,Sparta,Marcellus,12,0,0,1998;
31013182940000,13,Belden & Blake Corporation,18294,Maloy #769,Gerry,Medina,12,1349,8,1998;
31013127120000,13,Great Lakes Energy Partners,12712,Bolling 1,Dunkirk,Medina,12,3748,0,1997;
31009225450000,9,A. J. Lease Account,22545,Medina Power Co.#2,Yorkshire,Medina,12,2455,1,1998;
31029664340000,29,Seneca Nation of Indians,66434,Moses #1665-I,Collins,Medina,0,0,0,1987;
31013211570000,13,Universal Resources Holdings _ Inc.,21157,Lewis Drilling Unit #4,Charlotte,Medina,12,1183,0,1997;
31099116660000,99,Columbia Natural Resources_ Inc.,11666,Hoster 1,Fayette,Queenston,12,1039,0,1999;
31013223390000,13,Schreiner Oil & Gas_ Inc.,22339,Stoll #1,Hanover,Medina,4,54,0,1993;
31037029340000,37,GFS Energy_ Inc.,2934,Wojciachowski,Pembroke,Medina,12,999,0,1996;
31003004710000,3,National Fuel Gas Supply Corp.,471,Burns #2317,Alma,Oriskany,0,0,,2000;
31013114550000,13,Belden & Blake Corporation,11455,Shoemaker H 1,Portland,Medina,12,1908,0,1998;
31013119150000,13,Belden & Blake Corporation,11915,Miller 441,Charlotte,Medina,0,0,0,1985;
31013170630000,13,Dannic Energy Corp.,17063,M Anderson #1,Carroll,Medina,12,1180,0,1993;
31029155350000,29,Schreiner Oil & Gas_ Inc.,15535,Kold #848,Aurora,Medina,0,0,0,1991;
31013137530000,13,Eclipse Energy Company_ LLC,13753,Bielat 1021,Dunkirk City,Medina,12,0,,2000;
31029047580000,29,Reserve Gas Co._ Inc.,4758,Goldstine 1,Alden,Medina,12,306,0,1989;
31099175790000,99,Rasmussen_ Ronnie O.,17579,Dendis 1 (4060),Fayette,Queenston,0,0,0,1989;
31037093460000,37,United States Gypsum Co.,9346,Phelps #1,Alabama,Medina,12,440,0,1998;
31013154990000,13,Lenape Resources_ Inc.,15499,Danielson #2,Busti,Medina,3,2735,3,1986;
31009209240000,9,Pefley Oil & Gas_ Inc.,20924,Mecca #1,Dayton,Medina,12,1568,,2000;
31013186660000,13,Lenape Resources_ Inc.,18666,Cameron/Hallberg #227,Ellery,Bass Island,0,0,0,1996;
31051161310000,51,Lenape Resources_ Inc.,16131,Pringle 74,Caledonia,Medina,12,2427,0,1985;
31013201740000,13,Great Lakes Energy Partners,20174,Kimball_ S #1,Poland,Medina,12,1663,0,1997;
31013111970000,13,Belden & Blake Corporation,11197,Endress 165,Ripley,Medina,4,747,0,1996;
31013112550000,13,Great Lakes Energy Partners,11255,Bemis 229,Westfield,Medina,0,0,0,1995;
31013163610000,13,Stedman Energy_ Inc.,16361,Baer #3,Busti,Medina,12,4727,60,2000;
31013143570000,13,Great Lakes Energy Partners,14357,McCutchean_ E 1,Ripley,Medina,6,475,0,1993;
31013181300000,13,Great Lakes Energy Partners,18130,Johenning_ R 3,Ellington,Medina,12,3023,5,1993;
31013119090000,13,Belden & Blake Corporation,11909,Bernard_ W (435),Charlotte,Medina,0,0,0,1992;
31013113490000,13,Belden & Blake Corporation,11349,Dean Unit 260 1,Portland,Medina,11,2111,10,1998;
31029156880000,29,Subsea Oil & Gas_ Inc.,15688,Turnbull #1,Evans,Medina,12,1005,40,1996;
31013191000000,13,Kastle Resources Enterprises_ Inc.,19100,Hotchkiss 2,Ellington,Medina,12,1028,0,1995;
31037205950000,37,United States Gypsum Co.,20595,Lor-Rob Dairy #17 (6815),Bethany,Medina,12,3764,59,1989;
31013121000000,13,Belden & Blake Corporation,12100,Crowell 1315,Hanover,Medina,5,88,0,1987;
31013112630000,13,Belden & Blake Corporation,11263,Easton 1,Portland,Medina,12,1394,0,2000;
31009109940000,9,Belden & Blake Corporation,10994,Nannen Zoar 1157,East Otto,Medina,0,0,0,1985;
31029182320000,29,Stedman Energy_ Inc.,18232,Thomas #1,North Collins,Medina,12,1511,0,1992;
31013181550000,13,Lenape Resources_ Inc.,18155,Willoughby #175,Ellery,Bass Island,0,0,0,1991;
31029201040000,29,Stedman Energy_ Inc.,20104,Martin 1,Aurora,Medina,3,4557,0,1986;
31013045810000,13,Belden & Blake Corporation,4581,Boswell J L 1,Ellery,Medina,8,1475,43,1997;
31013120950000,13,Belden & Blake Corporation,12095,Merritt 1310,Hanover,Medina,12,2688,0,1989;
31013132190000,13,Great Lakes Energy Partners,13219,Jones 1,Ripley,Medina,12,7811,0,1986;
31013159030000,13,Great Lakes Energy Partners,15903,Gravink_P 2,French Creek,Medina,12,112,0,2000;
31013143650000,13,Great Lakes Energy Partners,14365,Nelson_E 1a,Busti,Devonian Shale,12,2197,78,1993;
31003603430000,3,Alma Gas_ Inc.,60343,Macken (Jones) #2089,Alma,Richburg,12,11,,2000;
31013209150000,13,Goose Creek Drilling_ Inc.,20915,Hinderer-Fairbank #3,Harmony,Medina,0,10407,15,1989;
31029202730000,29,Field Service_ Inc.,20273,Schosek 1,Eden,Medina,12,1540,,2000;
31013166230000,13,Great Lakes Energy Partners,16623,D & C 2,Gerry,Medina,12,41167,0,1987;
31013150080000,13,Great Lakes Energy Partners,15008,Nickerson_L 1,Chautauqua,Devonian Shale,5,302,0,1995;
"31029219160000,29,Kwilos_ Stanley,21916,Kwilos; S 1,Evans,Medina,12,250,0,1995";
31037205490000,37,United States Gypsum Co.,20549,Coughlin #1 (6754),Bethany,Medina,12,415,0,2000;
31013163840000,13,Stedman Energy_ Inc.,16384,Persons 2,Sherman,Medina,12,23087,0,1986;
31051041510000,51,Ardent Resources_ Inc.,4151,Smith N834,Leicester,Medina,10,510,0,1996;
31009223340000,9,Masoodi Mini Ventures_ Inc.,22334,Osswald #1,Leon,Medina,12,1975,0,1996;
31013212100000,13,Great Lakes Energy Partners,21210,Ellington Hardwoods #1,Clymer,Medina,12,106,0,1997;
31013137640000,13,Belden & Blake Corporation,13764,Johnson 556 #1,Chautauqua,Medina,4,2650,0,1986;
31037151660000,37,United States Gypsum Co.,15166,Haas #2,Batavia City,Medina,12,2253,0,1992;
31013171720000,13,Kastle Resources Enterprises_ Inc.,17172,Wolfe #1,Ellington,Medina,12,0,0,1986;
31037161520000,37,GFS Energy_ Inc.,16152,Kern 1,Pembroke,Medina,12,3358,0,1991;
31013197960000,13,Chautauqua Energy_  Inc.,19796,Riedesel 2,Westfield,Medina,9,4835,0,1991;
31011116560000,11,Columbia Natural Resources_ Inc.,11656,Potter 723-1,Sennett,Queenston,12,5405,0,1998;
31029172460000,29,Pefley Oil & Gas_ Inc.,17246,Gernold #1,Orchard Park,Medina,12,422,0,1998;
31013142490000,13,Great Lakes Energy Partners,14249,Palermo_ R 1,Ripley,Devonian Shale,3,72,0,1988;
31029187800000,29,Symbol Oil Corp.,18780,Czarcinski #1 Ed5,Eden,Medina,5,1251,0,1994;
31121153840000,121,Lefort_ Leo & Marian,15384,Reisdorf_ E #1,Sheldon,Medina,12,0,0,1996;
31013107710000,13,Great Lakes Energy Partners,10771,Meeder 163,Mina,Medina,0,0,0,1995;
31029204030000,29,Weil Resources_ Inc.,20403,J. B. Land #1,Evans,Medina,12,3867,10,1996;
31013137330000,13,Cotton Well Drilling Co._ Inc.,13733,Nocek #1009,Sheridan,Medina,6,1010,0,1986;
31013154190000,13,GFS Energy_ Inc.,15419,Hammond_ P #1,Gerry,Bass Island,12,4814,30,1998;
31013211910000,13,Great Lakes Energy Partners,21191,NYSRA #5-24,Chautauqua,Medina,12,4102,0,1999;
31009176870000,9,Great Lakes Energy Partners,17687,Waite_ W 1,Randolph,Medina,12,2821,3,1993;
31051196330000,51,Orion Develop & Exploration_ Inc.,19633,Degraff 2,Leicester,Medina,12,4385,30,1995;
31013154150000,13,L. W. Resources,15415,C Olson #1,Gerry,Medina,5,0,0,1988;
"31029181360000,29,New York Gas & Oil Co_ Inc.,18136,Schmidt;a #1,Marilla,Medina,0,0,0,1994";
31011045180000,11,Janusz_ Joseph,4518,Janusz 1 (795-1),Throop,Queenston,12,151,0,1993;
31013179810000,13,Belden & Blake Corporation,17981,Lawson #2,Ellery,Medina,12,1701,0,1997;
31037195170000,37,United States Gypsum Co.,19517,McTarnaghan #1,Oakfield,Medina,9,459,0,1990;
31013104060000,13,Belden & Blake Corporation,10406,Picardini 39,Ripley,Medina,12,1769,15,1992;
31051043910000,51,Ardent Resources_ Inc.,4391,Parnell N883,Leicester,Medina,0,0,0,1985;
31013163100000,13,Stedman Energy_ Inc.,16310,NYSRA #6-5,Stockton,Medina,12,1147,0,1999;
31013105640000,13,Belden & Blake Corporation,10564,Cimmasi (Cliffstar) 1143,Portland,Medina,5,981,0,1991;
31013137090000,13,L. W. Resources,13709,Chant #2,Sheridan,Medina,1,41,0,1992;
31013193570000,13,Great Lakes Energy Partners,19357,Wilson_ M #1,Poland,Medina,12,4427,2,1989;
31037205920000,37,United States Gypsum Co.,20592,Steele & Neubarth #1 (6817),Bethany,Medina,12,3197,3,1993;
31013191230000,13,Lenape Resources_ Inc.,19123,Stetson #1 663,Ripley,Medina,12,1022,69,1992;
31037206000000,37,United States Gypsum Co.,20600,Dickens #3,Oakfield,Medina,1,335,0,1989;
31013184240000,13,Great Lakes Energy Partners,18424,Walker_ D #1,Ellington,Medina,12,3884,7,1994;
31013183520000,13,Lenape Resources_ Inc.,18352,Stetson 679,Ripley,Medina,8,522,6,1986;
31013153340000,13,Great Lakes Energy Partners,15334,Hewes_R 1,Chautauqua,Medina,12,3023,0,1993;
31013154140000,13,Universal Resources Holdings _ Inc.,15414,Barmore_ E #1,Gerry,Medina,0,0,0,1992;
31013164790000,13,Belden & Blake Corporation,16479,Ossman Bros. #620,Westfield,Medina,11,8348,103,1988;
31013190800000,13,Kastle Resources Enterprises_ Inc.,19080,Auffinger 2,Ellington,Medina,0,0,0,1994;
31013183490000,13,Dannic Energy Corp.,18349,C Peterson Unit #2,Carroll,Medina,12,146,20,2000;
31013167130000,13,Great Lakes Energy Partners,16713,NYSRA #5-23,Chautauqua,Medina,12,868,0,2000;
31029032200000,29,Iroquois Gas Corp.,3220,Chaplin H 2,Lancaster,Medina,12,935,0,1986;
31013146180000,13,Great Lakes Energy Partners,14618,Cornell_G 1,Chautauqua,Medina,12,0,0,1998;
31051205750000,51,Lenape Resources_ Inc.,20575,Steele 4,Avon,Medina,12,5159,0,1989;
31099195790000,99,Columbia Natural Resources_ Inc.,19579,Nielsen 2544,Fayette,Queenston,0,0,0,1985;
31029144560000,29,Schreiner Oil & Gas_ Inc.,14456,Bockman 1,Aurora,Medina,12,245,0,1994;
31011212430000,11,Large_ William C. & Mary B.,21243,Large Wm 988-1,Fleming,Queenston,2,2259,0,1989;
31013144650000,13,Belden & Blake Corporation,14465,Westfield F&G 2,Westfield,Medina,12,1237,0,2000;
31009105770000,9,Belden & Blake Corporation,10577,Marek_ L&V #1,Otto,Medina,12,2121,0,2000;
31013171430000,13,McCray_ Gordon,17143,Harvey_P 1,French Creek,Medina,0,0,0,1989;
31013123370000,13,Great Lakes Energy Partners,12337,Nobbs 1,Portland,Medina,11,6367,0,1989;
31051174320000,51,Lenape Resources_ Inc.,17432,Moran 1,Avon,Medina,12,111,0,1998;
31013116040000,13,Lenape Resources_ Inc.,11604,Vandette 305,Stockton,Medina,9,75,0,1990;
31121180590000,121,United States Gypsum Co.,18059,Boxler #1,Sheldon,Medina,12,796,73,1988;
31013168570000,13,Nornew_ Inc.,16857,Bulkin Unit #1,Busti,Medina,12,4114,110,1988;
31013177430000,13,Loomis_ Harry J.,17743,Hill 3,Cherry Creek,Medina,12,0,0,1993;
31013171230000,13,Great Lakes Energy Partners,17123,Bliss_A 1,French Creek,Medina,12,829,0,1999;
31013225640000,13,REI-NY_ Inc.,22564,Boys Club #2,Gerry,Medina,12,3852,155,2000;
31013144300000,13,Densmore_ Winfield F. & Debra,14430,Doud #1,Busti,Medina,12,200,0,1988;
31013223370000,13,Seneca Resources Corp.,22337,Edwards_ A #7356,Westfield,Medina,10,9335,0,2000;
31013162790000,13,REI-NY_ Inc.,16279,Risley 1,Gerry,Medina,12,8960,40,1999;
31013101740000,13,Belden & Blake Corporation,10174,Best Frank 1,Portland,Medina,12,3050,0,1993;
31013121310000,13,Belden & Blake Corporation,12131,Farver 1248 #1,Portland,Medina,6,1037,27,1998;
31013155220000,13,Kastle Resources Enterprises_ Inc.,15522,Cowen #1,Ellington,Medina,12,3406,0,1997;
31013160920000,13,Kastle Resources Enterprises_ Inc.,16092,Baschman #1,Ellington,Medina,12,1483,0,1993;
31013178830000,13,Price_ Murry,17883,Groff #1,Chautauqua,Medina,12,3105,0,1993;
31013209250000,13,Great Lakes Energy Partners,20925,Claypoole 1,Clymer,Medina,12,2531,190,1995;
31013122670000,13,Belden & Blake Corporation,12267,Hayes 1366 #1,Hanover,Medina,12,418,0,1986;
31013146070000,13,Kettlebrook Energy_ Inc.,14607,3153 Brown,Chautauqua,Medina,12,1100,50,2000;
31013167960000,13,Great Lakes Energy Partners,16796,Damcott_C 3,Clymer,Medina,12,114,0,2000;
31037117770000,37,Clover Oil & Gas Co.,11777,Wozniak 1,Darien,Medina,12,1134,0,1995;
31013110410000,13,Belden & Blake Corporation,11041,Meeder 188,Ripley,Medina,12,3855,55,1999;
31029164490000,29,Stedman Energy_ Inc.,16449,Turnbull Unit #1,Brant,Medina,0,0,0,1998;
31013137780000,13,Belden & Blake Corporation,13778,Schwartz 576,Chautauqua,Medina,12,6863,47,1996;
31013197460000,13,Great Lakes Energy Partners,19746,Stewart_ R 4,Hanover,Medina,10,2487,3,1995;
31013180810000,13,Pan Energy Company_ Inc.,18081,Van Ord #2,Harmony,Medina,12,200,,2000;
31029131520000,29,Strippit Inc.,13152,Fee #1,Newstead,Medina,12,2338,0,1988;
31013201420000,13,Chautauqua Energy_  Inc.,20142,McGuinn 1,Westfield,Medina,12,2817,25,1999;
31013111180000,13,Belden & Blake Corporation,11118,Sheppard 142,Stockton,Medina,11,4889,14,1987;
31121181490000,121,United States Gypsum Co.,18149,Kirsch #1,Sheldon,Medina,12,721,0,1989;
31037139880000,37,Gleber_ Lawrence C. & Dorothy,13988,Gleber 37,Pavilion,Medina,12,914,0,1985;
31037196960000,37,United States Gypsum Co.,19696,Klotzbach-Hall #1a,Alabama,Medina,12,489,0,1989;
31013126440000,13,Demambro_ Gene Brian,12644,Demambro 1,Portland,Medina,12,86,0,1998;
31029134670000,29,Seneca Resources Corp.,13467,Brooks(Machmer)#659-I,Collins,Akron,11,596,0,1989;
31013118970000,13,Belden & Blake Corporation,11897,Cornell 423,Stockton,Medina,12,1773,6,1990;
31013123000000,13,Belden & Blake Corporation,12300,Deering 464,Arkwright,Medina,12,1618,41,1994;
31099175670000,99,Equitable Resources Exploraration,17567,Macgill 1 (4047),Fayette,Queenston,7,1821,0,1985;
31013143470000,13,Cotton Well Drilling Co._ Inc.,14347,Franks #3113,Westfield,Medina,12,616,80,2000;
31013159970000,13,Kastle Resources Enterprises_ Inc.,15997,Horton NY #20,Ellington,Medina,8,1521,0,1991;
31013118690000,13,Belden & Blake Corporation,11869,Wilson 390,Chautauqua,Medina,12,5914,1,1989;
31013138100000,13,Fea Gas Co.,13810,Stebbins #1,Sheridan,Medina,12,2952,0,1999;
31029117280000,29,Ardent Resources_ Inc.,11728,Keen W. N1463,Concord,Medina,12,9944,0,1986;
31069023330000,69,Granby & Hemenway Gas Co._ Inc,2333,Granby 1 (Monier Est 1),Naples,Marcellus,0,0,0,1993;
31013190140000,13,Vineyard Oil & Gas Co.,19014,Bentley 1,Ripley,Medina,12,1358,0,1996;
31029154870000,29,Schreiner Oil & Gas_ Inc.,15487,Yates 822,Orchard Park,Medina,12,845,0,1989;
31101212680000,101,Pennsylvania General Energy,21268,Twist 1,Hornby,Oriskany,0,0,0,1997;
31037204890000,37,United States Gypsum Co.,20489,Lor-Rob Dairy #10 (6606),Bethany,Medina,12,465,0,1999;
31013198550000,13,Chautauqua Energy_  Inc.,19855,Zeitler 2,Sherman,Medina,9,2463,75,1991;
31029187230000,29,Kelkenberg_ Gordon L,18723,Kelkenberg #1,Newstead,Medina,0,0,0,1993;
31003603670000,3,unknown,60367,Voded Permit     ,Alma,Not Applicable,12,190,0,1995;
31013144760000,13,Belden & Blake Corporation,14476,Ellis #1,Westfield,Medina,12,4878,0,2000;
31013147750000,13,Great Lakes Energy Partners,14775,Coleman_H 1,Chautauqua,Medina,12,31,0,2000;
31121170800000,121,Lenape Resources_ Inc.,17080,Wolfgang_ L #114,Perry,Medina,8,962,0,1988;
31029138130000,29,Dorothy C.Baker Revocable Trust,13813,Baker #2,Elma,Medina,0,0,0,1991;
31121176120000,121,Shearing_ David H.,17612,D.H. Shearing No. 1 #134,Perry,Medina,12,713,0,1996;
31013225030000,13,REI-NY_ Inc.,22503,Reed #8,Gerry,Medina,12,35,0,1999;
31037196940000,37,United States Gypsum Co.,19694,Bontrager_ E. #1,Darien,Medina,12,8707,26,1988;
31009168820000,9,Great Lakes Energy Partners,16882,Beaver_ D 1,Conewango,Medina,12,2885,0,1995;
31009172890000,9,Great Lakes Energy Partners,17289,Beaver_X 1,Randolph,Medina,12,2751,0,1997;
31013122330000,13,Belden & Blake Corporation,12233,Town 466,Arkwright,Medina,12,3744,7,2000;
31013178130000,13,Kastle Resources Enterprises_ Inc.,17813,Cannon #9,Ellington,Medina,7,1395,0,1990;
31013163470000,13,Nornew_ Inc.,16347,Lake Erie Beagle Club #2,Carroll,Medina,12,6344,50,1987;
31051173590000,51,Lenape Resources_ Inc.,17359,Keeney 1,York,Medina,12,1418,0,1989;
31029145410000,29,Open Flow Gas Supply Corp.,14541,Taylor #1,Evans,Medina,12,1760,95,1998;
31013165910000,13,Belden & Blake Corporation,16591,Lind 2,Charlotte,Bass Island,0,0,0,1992;
31009217690000,9,Fault Line Oil Corp.,21769,Widrig #1,Ashford,Medina,10,2411,0,1996;
31009137240000,9,U S Energy Development Corp.,13724,Panigutti 1a,East Otto,Medina,12,867,0,1993;
31013178220000,13,Kastle Resources Enterprises_ Inc.,17822,Nobles #2,Cherry Creek,Medina,7,2272,0,1987;
31037144210000,37,U S Energy Development Corp.,14421,Bruning 1,Alabama,Medina,12,273,0,1995;
31013156810000,13,GFS Energy_ Inc.,15681,Olsen O #2,Gerry,Medina,7,3486,50,1987;
31029201030000,29,Cotton Well Drilling Co._ Inc.,20103,Boasberg 2,Eden,Medina,7,726,0,1997;
31097196920000,97,Columbia Natural Resources_ Inc.,19692,Perigo 21578 Tpi,Reading,Black River,1,38,0,1991;
31013117250000,13,Great Lakes Energy Partners,11725,Haywood 355 1,Portland,Medina,12,2043,2,1995;
31029193320000,29,Stedman Energy_ Inc.,19332,Janik #1,Brant,Medina,12,3252,20,1992;
31013167950000,13,Great Lakes Energy Partners,16795,Damcott_C 2,Clymer,Medina,12,6638,25,1995;
31013126080000,13,Belden & Blake Corporation,12608,Panzica 513,Stockton,Medina,12,3167,60,1987;
31013138930000,13,Great Lakes Energy Partners,13893,Turney_ M 1,Chautauqua,Medina,9,814,0,1995;
31121146150000,121,Ireland_ Frank J. & Laura,14615,Ireland_ F #1,Perry,Medina,0,0,0,1993;
31013178780000,13,Kastle Resources Enterprises_ Inc.,17878,Cowen #2,Ellington,Medina,10,926,0,1989;
31013143160000,13,Great Lakes Energy Partners,14316,Pennell_ W 2,Ripley,Medina,12,441,0,1997;
31121217790000,121,United States Gypsum Co.,21779,Sczepanski_ A & D 2,Bennington,Medina,12,1003,24,1995;
31013111670000,13,Belden & Blake Corporation,11167,Eimers 1,Westfield,Medina,12,2297,57,1991;
31029081950000,29,Seneca Resources Corp.,8195,Sowle 16-I,Hamburg,Medina,12,4521,0,1995;
31011136060000,11,OI Auburn_ Inc.,13606,Delaney Tom & Mary T120-6,Throop,Queenston,12,1737,0,1987;
31013125390000,13,Kastle Resources Enterprises_ Inc.,12539,Maziar NY #22,Cherry Creek,Grimsby,12,8821,0,1992;
31009184290000,9,Great Lakes Energy Partners,18429,Adams_ K #1,Conewango,Medina,12,5145,0,1992;
31013137510000,13,Nornew_ Inc.,13751,Kidder_ B Ae-72,Busti,Medina,0,3057,0,1992;
31013177580000,13,Texas Meridian Operating Co.,17758,Anderson_X 1,French Creek,Medina,0,0,0,1990;
31013111930000,13,Belden & Blake Corporation,11193,Bradley R. 1,Portland,Medina,0,0,0,1988;
31029187340000,29,Cotton Well Drilling Co._ Inc.,18734,Pasnik #1,Eden,Medina,0,0,0,1993;
31013116570000,13,Belden & Blake Corporation,11657,Paddock 274,Chautauqua,Medina,12,9666,0,1993;
31009169190000,9,Texas Keystone_ Inc.,16919,Bugenhagen #2,Persia,Medina,10,1608,0,1989;
31029152410000,29,GFS Energy_ Inc.,15241,Panek #1,Boston,Akron,11,755,0,1996;
31013217700000,13,Seneca Resources Corp.,21770,Singer-Setser #7334,Busti,Medina,12,1944,28,1999;
31037195170000,37,United States Gypsum Co.,19517,McTarnaghan #1,Oakfield,Medina,12,371,0,1996;
31013168670000,13,REI-NY_ Inc.,16867,Josephson 1,Gerry,Medina,12,10444,0,1986;
31013190510000,13,Caflisch_ James E.,19051,Caflisch_ E #1-B,French Creek,Medina,12,491,0,1996;
31013220220000,13,Universal Resources Holdings _ Inc.,22022,Boettcher #3,Charlotte,Medina,12,4503,80,1993;
31013212180000,13,Chautauqua Energy_  Inc.,21218,Leonard #1,Westfield,Medina,12,3698,0,1996;
31101075100000,101,Naar_ Manfred,7510,Naar 424,Cameron,Rhinestreet,0,0,0,1990;
31013102520000,13,Lenape Resources_ Inc.,10252,Meeder Andy 93,Ripley,Medina,11,860,16,1992;
31009171610000,9,Great Lakes Energy Partners,17161,Brown_G 3,Randolph,Medina,10,2348,0,1989;
31013182810000,13,Croscut_ Fred,18281,Maring 2,Sherman,Medina,3,0,0,1989;
31037194400000,37,United States Gypsum Co.,19440,Riley #3,Batavia,Medina,11,148,0,1999;
31013105300000,13,Belden & Blake Corporation,10530,Schrader 1,Portland,Medina,12,1527,0,2000;
31013176640000,13,Great Lakes Energy Partners,17664,Cooper_J 3,Poland,Medina,12,1853,0,1997;
31013120630000,13,Basic Energy Producers_ Inc.,12063,Billerio #1,Portland,Medina,12,4393,0,1992;
31037175420000,37,United States Gypsum Co.,17542,Lewis 1,Pembroke,Medina,12,965,0,1995;
31003199700000,3,Vandermark Exploration_ Inc.,19970,Mabel Palmer 1,Scio,Oriskany,1,0,10,1993;
31099195060000,99,Columbia Natural Resources_ Inc.,19506,St Thomas 1 (4099),Fayette,Queenston,12,6349,0,1987;
31013132200000,13,Great Lakes Energy Partners,13220,Jones 2,Ripley,Medina,12,1382,0,1997;
31013166830000,13,Belden & Blake Corporation,16683,Trump 637,Westfield,Medina,3,18568,12,1986;
31009222310000,9,Hydrocarbon Generation_ Inc.,22231,Chipmunk #2,Carrollton,Oriskany,12,38076,0,1997;
31013180310000,13,Great Lakes Energy Partners,18031,Filegar-Sischo 1,Ellington,Medina,7,668,31,1992;
31013117200000,13,Lenape Resources_ Inc.,11720,Spindler 354,Arkwright,Medina,12,1693,6,1989;
31029220660000,29,Belden & Blake Corporation,22066,Burke D 1,Evans,Medina,5,6936,193,1991;
31013188100000,13,Stedman Energy_ Inc.,18810,McDermott #1,Cherry Creek,Medina,0,0,0,1996;
31037158830000,37,United States Gypsum Co.,15883,Abrams #1,Darien,Medina,12,215,41,1994;
31013189940000,13,Universal Resources Holdings _ Inc.,18994,Watso # 1,Ripley,Medina,12,2193,80,1998;
31013181450000,13,Lenape Resources_ Inc.,18145,Stetson 682,Ripley,Medina,12,2521,0,1987;
31029128960000,29,Stedman Energy_ Inc.,12896,Yager #1,Eden,Medina,6,682,2,1991;
31029187950000,29,Eclipse Energy Company_ LLC,18795,Mammoser #5 Ed7,Eden,Medina,12,600,0,1998;
31051174050000,51,Lenape Resources_ Inc.,17405,Hill 180,York,Medina,12,5071,80,1992;
31013170380000,13,L. W. Resources,17038,P Johnson #1,Gerry,Medina,12,2745,11,1994;
31013144020000,13,Cotton Well Drilling Co._ Inc.,14402,3133 Mason,Westfield,Medina,8,1419,55,1993;
31013180060000,13,Kastle Resources Enterprises_ Inc.,18006,Johnson_ P #1,Ellington,Medina,12,2587,40,1993;
31029202290000,29,Stedman Energy_ Inc.,20229,Sievenpiper #1,Aurora,Medina,6,276,0,1999;
31029147150000,29,Seneca Nation of Indians,14715,Patterson #1672,Collins,Medina,12,1846,0,1987;
31013169850000,13,Nornew Energy Supply Inc.,16985,Juul Unit #1,Kiantone,Medina,10,5202,0,1988;
31009177440000,9,Great Lakes Energy Partners,17744,Walters_ X 1,Randolph,Medina,12,1343,0,1992;
31013154030000,13,Nornew_ Inc.,15403,Carlson_ P #2 Ae-174,Busti,Medina,7,1194,0,1999;
31013126080000,13,Belden & Blake Corporation,12608,Panzica 513,Stockton,Medina,12,3035,22,1988;
31009169290000,9,Texas Keystone_ Inc.,16929,Kota_ F #1,Persia,Medina,12,92,,2000;
31029190830000,29,Cotton Well Drilling Co._ Inc.,19083,Zittle E #1,Boston,Medina,12,628,40,1993;
31013156820000,13,GFS Energy_ Inc.,15682,Terry #1,Gerry,Medina,9,358,0,1993;
31009133730000,9,Kibler_ Majorie A.,13373,Koelzow(Taft)#1706-I,Persia,Medina,0,0,0,1997;
31013100870000,13,Belden & Blake Corporation,10087,Zohns 37,Ripley,Medina,1,24,0,1986;
31013155990000,13,Nornew_ Inc.,15599,Levin_ E. Unit #1,Busti,Medina,12,2943,0,1998;
31013155170000,13,Terra Energy,15517,Hopkins-Yerico #1,Sheridan,Medina,12,2050,0,1986;
31009172120000,9,Great Lakes Energy Partners,17212,Allen #1,Conewango,Medina,12,776,0,1999;
31013181220000,13,Great Lakes Energy Partners,18122,Nord_N 1,Ellington,Devonian Shale,12,7648,19,1994;
31013116380000,13,Belden & Blake Corporation,11638,Berger 293,Chautauqua,Medina,0,0,0,1985;
31013208130000,13,Chautauqua Energy_  Inc.,20813,Morrison #1,Westfield,Medina,12,7232,0,1988;
31013191400000,13,Peek'n Peak Recreation_ Inc.,19140,Boland 1,Clymer,Medina,12,1802,,2000;
31013125190000,13,Kastle Resources Enterprises_ Inc.,12519,Miller NY #23,Cherry Creek,Grimsby,7,3228,0,1990;
31013139110000,13,L. W. Resources,13911,Leone #2,Westfield,Medina,12,3985,0,1991;
31051174520000,51,Lenape Resources_ Inc.,17452,Doolittle 200,York,Medina,12,2834,0,2000;
31013162130000,13,Oonk_ Harvey,16213,Oonk_ E 1,Clymer,Medina,12,0,0,1993;
31013197070000,13,Lenape Resources_ Inc.,19707,Mecusker/Bly #2-282,Ellery,Medina,12,8777,,2000;
31075168140000,75,Atkinson_ James W. & Patricia,16814,Atkinson 1,Richland,Trenton,0,0,0,1988;
31037196840000,37,United States Gypsum Co.,19684,Gow & Yap #1,Darien,Medina,12,1375,0,2000;
31013178690000,13,N.E.A. Cross of N.Y._ Inc.,17869,Willink_ R #1(172),French Creek,Medina,0,0,0,1993;
31013162230000,13,Belden & Blake Corporation,16223,NYSRA #2-1512,Sherman,Medina,12,70917,0,1991;
